GLNo,COBDate,FindPR,Sum of Princ Rec,Find,,,,,
GL080710/22,31032023,GL080710/223103202325000,25000,GL080710/223103202325000,,,,,
GL080711/22,31032023,GL080711/223103202357000,57000,GL080711/223103202357000,,,,,
GL080712/22,31032023,GL080712/223103202323000,23000,GL080712/223103202323000,,,,,
GL080713/22,31032023,GL080713/223103202325000,25000,GL080713/223103202325000,,,,,
GL080714/22,31032023,GL080714/223103202327000,27000,GL080714/223103202327000,,,,,
GL080715/22,31032023,GL080715/223103202315000,15000,GL080715/223103202315000,,,,,
GL080716/22,31032023,GL080716/22310320235000,5000,GL080716/22310320235000,,,,,
GL080717/22,31032023,GL080717/223103202340000,40000,GL080717/223103202340000,,,,,
GL080719/22,31032023,GL080719/223103202315000,15000,GL080719/223103202315000,,,,,
GL080720/22,31032023,GL080720/223103202312000,12000,GL080720/223103202312000,,,,,
GL080722/22,31032023,GL080722/223103202316000,16000,GL080722/223103202316000,,,,,
GL080725/22,31032023,GL080725/223103202333000,33000,GL080725/223103202333000,,,,,
GL080726/22,31032023,GL080726/22310320236500,6500,GL080726/22310320236500,,,,,
GL080728/22,31032023,GL080728/223103202325000,25000,GL080728/223103202325000,,,,,
GL080729/22,31032023,GL080729/223103202325000,25000,GL080729/223103202325000,,,,,
GL080730/22,31032023,GL080730/223103202325000,25000,GL080730/223103202325000,,,,,
GL080731/22,31032023,GL080731/223103202325000,25000,GL080731/223103202325000,,,,,
GL080732/22,31032023,GL080732/223103202318000,18000,GL080732/223103202318000,,,,,
GL080734/22,31032023,GL080734/223103202350000,50000,GL080734/223103202350000,,,,,
GL080736/22,31032023,GL080736/22310320237500,7500,GL080736/22310320237500,,,,,
GL080737/22,31032023,GL080737/22310320238000,8000,GL080737/22310320238000,,,,,
GL080738/22,31032023,GL080738/223103202312000,12000,GL080738/223103202312000,,,,,
GL080739/22,31032023,GL080739/22310320236500,6500,GL080739/22310320236500,,,,,
GL080740/22,31032023,GL080740/22310320233000,3000,GL080740/22310320233000,,,,,
GL080741/22,31032023,GL080741/223103202343000,43000,GL080741/223103202343000,,,,,
GL080743/22,31032023,GL080743/22310320236000,6000,GL080743/22310320236000,,,,,
GL080745/22,31032023,GL080745/223103202330000,30000,GL080745/223103202330000,,,,,
GL080747/22,31032023,GL080747/22310320231500,1500,GL080747/22310320231500,,,,,
GL080749/22,31032023,GL080749/223103202330000,30000,GL080749/223103202330000,,,,,
GL080750/22,31032023,GL080750/22310320232500,2500,GL080750/22310320232500,,,,,
GL080751/22,31032023,GL080751/223103202325000,25000,GL080751/223103202325000,,,,,
GL080752/22,31032023,GL080752/223103202325000,25000,GL080752/223103202325000,,,,,
GL080753/22,31032023,GL080753/223103202340000,40000,GL080753/223103202340000,,,,,
GL080754/22,31032023,GL080754/223103202320000,20000,GL080754/223103202320000,,,,,
GL080755/22,31032023,GL080755/22310320232500,2500,GL080755/22310320232500,,,,,
GL080756/22,31032023,GL080756/223103202320000,20000,GL080756/223103202320000,,,,,
GL080757/22,31032023,GL080757/223103202314000,14000,GL080757/223103202314000,,,,,
GL080758/22,31032023,GL080758/22310320237500,7500,GL080758/22310320237500,,,,,
GL080759/22,31032023,GL080759/22310320235000,5000,GL080759/22310320235000,,,,,
GL080760/22,31032023,GL080760/223103202325000,25000,GL080760/223103202325000,,,,,
GL080761/22,31032023,GL080761/22310320231500,1500,GL080761/22310320231500,,,,,
GL080762/22,31032023,GL080762/223103202328000,28000,GL080762/223103202328000,,,,,
GL080763/22,31032023,GL080763/223103202321000,21000,GL080763/223103202321000,,,,,
GL080764/22,31032023,GL080764/223103202328000,28000,GL080764/223103202328000,,,,,
GL080765/22,31032023,GL080765/223103202340000,40000,GL080765/223103202340000,,,,,
GL080766/22,31032023,GL080766/223103202322000,22000,GL080766/223103202322000,,,,,
GL080767/22,31032023,GL080767/22310320239150,9150,GL080767/22310320239150,,,,,
GL080768/22,31032023,GL080768/223103202330000,30000,GL080768/223103202330000,,,,,
GL080769/22,31032023,GL080769/223103202320000,20000,GL080769/223103202320000,,,,,
GL080770/22,31032023,GL080770/223103202335000,35000,GL080770/223103202335000,,,,,
GL080771/22,31032023,GL080771/2231032023100000,100000,GL080771/2231032023100000,,,,,
GL080772/22,31032023,GL080772/22310320239000,9000,GL080772/22310320239000,,,,,
GL080773/22,31032023,GL080773/22310320238000,8000,GL080773/22310320238000,,,,,
GL080774/22,31032023,GL080774/223103202390000,90000,GL080774/223103202390000,,,,,
GL080775/22,31032023,GL080775/223103202318000,18000,GL080775/223103202318000,,,,,
GL080776/22,31032023,GL080776/223103202317000,17000,GL080776/223103202317000,,,,,
GL080778/22,31032023,GL080778/223103202330000,30000,GL080778/223103202330000,,,,,
GL080779/22,31032023,GL080779/223103202310000,10000,GL080779/223103202310000,,,,,
GL080781/22,31032023,GL080781/22310320234500,4500,GL080781/22310320234500,,,,,
GL080782/22,31032023,GL080782/223103202370000,70000,GL080782/223103202370000,,,,,
GL080783/22,31032023,GL080783/223103202315000,15000,GL080783/223103202315000,,,,,
GL080784/22,31032023,GL080784/22310320235500,5500,GL080784/22310320235500,,,,,
GL080785/22,31032023,GL080785/223103202357000,57000,GL080785/223103202357000,,,,,
GL080786/22,31032023,GL080786/223103202350000,50000,GL080786/223103202350000,,,,,
GL080787/22,31032023,GL080787/223103202326000,26000,GL080787/223103202326000,,,,,
GL080788/22,31032023,GL080788/223103202330000,30000,GL080788/223103202330000,,,,,
GL080789/22,31032023,GL080789/22310320238000,8000,GL080789/22310320238000,,,,,
GL080790/22,31032023,GL080790/223103202323000,23000,GL080790/223103202323000,,,,,
GL080791/22,31032023,GL080791/223103202376800,76800,GL080791/223103202376800,,,,,
GL080792/22,31032023,GL080792/223103202337500,37500,GL080792/223103202337500,,,,,
GL080793/22,31032023,GL080793/223103202325000,25000,GL080793/223103202325000,,,,,
GL080794/22,31032023,GL080794/223103202327000,27000,GL080794/223103202327000,,,,,
GL080795/22,31032023,GL080795/223103202310000,10000,GL080795/223103202310000,,,,,
GL080796/22,31032023,GL080796/223103202326000,26000,GL080796/223103202326000,,,,,
GL080797/22,31032023,GL080797/223103202310000,10000,GL080797/223103202310000,,,,,
GL080800/22,31032023,GL080800/223103202375000,75000,GL080800/223103202375000,,,,,
GL080801/22,31032023,GL080801/223103202365000,65000,GL080801/223103202365000,,,,,
GL080802/22,31032023,GL080802/22310320232000,2000,GL080802/22310320232000,,,,,
GL080803/22,31032023,GL080803/22310320233000,3000,GL080803/22310320233000,,,,,
GL080804/22,31032023,GL080804/223103202326000,26000,GL080804/223103202326000,,,,,
GL080805/22,31032023,GL080805/22310320233000,3000,GL080805/22310320233000,,,,,
GL080806/22,31032023,GL080806/22310320237000,7000,GL080806/22310320237000,,,,,
GL080807/22,31032023,GL080807/223103202317000,17000,GL080807/223103202317000,,,,,
GL080808/22,31032023,GL080808/22310320234000,4000,GL080808/22310320234000,,,,,
GL080810/22,31032023,GL080810/223103202320000,20000,GL080810/223103202320000,,,,,
GL080811/22,31032023,GL080811/22310320238000,8000,GL080811/22310320238000,,,,,
GL080813/22,31032023,GL080813/223103202329000,29000,GL080813/223103202329000,,,,,
GL080814/22,31032023,GL080814/223103202310000,10000,GL080814/223103202310000,,,,,
GL080815/22,31032023,GL080815/223103202317000,17000,GL080815/223103202317000,,,,,
GL080816/22,31032023,GL080816/223103202355000,55000,GL080816/223103202355000,,,,,
GL080817/22,31032023,GL080817/223103202375000,75000,GL080817/223103202375000,,,,,
GL080818/22,31032023,GL080818/22310320234000,4000,GL080818/22310320234000,,,,,
GL080819/22,31032023,GL080819/223103202325000,25000,GL080819/223103202325000,,,,,
GL080820/22,31032023,GL080820/223103202340000,40000,GL080820/223103202340000,,,,,
GL080821/22,31032023,GL080821/223103202370000,70000,GL080821/223103202370000,,,,,
GL080822/22,31032023,GL080822/223103202321000,21000,GL080822/223103202321000,,,,,
GL080823/22,31032023,GL080823/22310320234000,4000,GL080823/22310320234000,,,,,
GL080824/22,31032023,GL080824/223103202325000,25000,GL080824/223103202325000,,,,,
GL080825/22,31032023,GL080825/223103202320000,20000,GL080825/223103202320000,,,,,
GL080826/22,31032023,GL080826/223103202326000,26000,GL080826/223103202326000,,,,,
GL080827/22,31032023,GL080827/223103202330000,30000,GL080827/223103202330000,,,,,
GL080829/22,31032023,GL080829/223103202332000,32000,GL080829/223103202332000,,,,,
GL080831/22,31032023,GL080831/223103202314000,14000,GL080831/223103202314000,,,,,
GL080832/22,31032023,GL080832/22310320237000,7000,GL080832/22310320237000,,,,,
GL080833/22,31032023,GL080833/223103202310000,10000,GL080833/223103202310000,,,,,
GL080834/22,31032023,GL080834/223103202337000,37000,GL080834/223103202337000,,,,,
GL080835/22,31032023,GL080835/22310320235000,5000,GL080835/22310320235000,,,,,
GL080836/22,31032023,GL080836/22310320235500,5500,GL080836/22310320235500,,,,,
GL080839/22,31032023,GL080839/223103202322000,22000,GL080839/223103202322000,,,,,
GL080840/22,31032023,GL080840/223103202325000,25000,GL080840/223103202325000,,,,,
GL080841/22,31032023,GL080841/223103202387000,87000,GL080841/223103202387000,,,,,
GL080842/22,31032023,GL080842/223103202337000,37000,GL080842/223103202337000,,,,,
GL080843/22,31032023,GL080843/223103202335000,35000,GL080843/223103202335000,,,,,
GL080844/22,31032023,GL080844/22310320233000,3000,GL080844/22310320233000,,,,,
GL080846/22,31032023,GL080846/22310320232500,2500,GL080846/22310320232500,,,,,
GL080847/22,31032023,GL080847/223103202328000,28000,GL080847/223103202328000,,,,,
GL080848/22,31032023,GL080848/22310320236000,6000,GL080848/22310320236000,,,,,
GL080849/22,31032023,GL080849/223103202325000,25000,GL080849/223103202325000,,,,,
GL080850/22,31032023,GL080850/223103202337000,37000,GL080850/223103202337000,,,,,
GL080851/22,31032023,GL080851/22310320232500,2500,GL080851/22310320232500,,,,,
GL080852/22,31032023,GL080852/2231032023100000,100000,GL080852/2231032023100000,,,,,
GL080853/22,31032023,GL080853/22310320234400,4400,GL080853/22310320234400,,,,,
GL080854/22,31032023,GL080854/223103202320500,20500,GL080854/223103202320500,,,,,
GL080855/22,31032023,GL080855/223103202377000,77000,GL080855/223103202377000,,,,,
GL080856/22,31032023,GL080856/223103202332000,32000,GL080856/223103202332000,,,,,
GL080857/22,31032023,GL080857/22310320232500,2500,GL080857/22310320232500,,,,,
GL080858/22,31032023,GL080858/22310320237800,7800,GL080858/22310320237800,,,,,
GL080859/22,31032023,GL080859/22310320236000,6000,GL080859/22310320236000,,,,,
GL080860/22,31032023,GL080860/22310320233000,3000,GL080860/22310320233000,,,,,
GL080861/22,31032023,GL080861/223103202317500,17500,GL080861/223103202317500,,,,,
GL080862/22,31032023,GL080862/223103202310000,10000,GL080862/223103202310000,,,,,
GL080863/22,31032023,GL080863/223103202328000,28000,GL080863/223103202328000,,,,,
GL080864/22,31032023,GL080864/2231032023113000,113000,GL080864/2231032023113000,,,,,
GL080865/22,31032023,GL080865/223103202325000,25000,GL080865/223103202325000,,,,,
GL080867/22,31032023,GL080867/223103202312000,12000,GL080867/223103202312000,,,,,
GL080868/22,31032023,GL080868/223103202326500,26500,GL080868/223103202326500,,,,,
GL080869/22,31032023,GL080869/223103202326000,26000,GL080869/223103202326000,,,,,
GL080870/22,31032023,GL080870/223103202320000,20000,GL080870/223103202320000,,,,,
GL080871/22,31032023,GL080871/223103202313500,13500,GL080871/223103202313500,,,,,
GL080872/22,31032023,GL080872/223103202340000,40000,GL080872/223103202340000,,,,,
GL080873/22,31032023,GL080873/223103202321000,21000,GL080873/223103202321000,,,,,
GL080874/22,31032023,GL080874/223103202317000,17000,GL080874/223103202317000,,,,,
GL080875/22,31032023,GL080875/223103202325000,25000,GL080875/223103202325000,,,,,
GL080876/22,31032023,GL080876/22310320239000,9000,GL080876/22310320239000,,,,,
GL080877/22,31032023,GL080877/223103202320000,20000,GL080877/223103202320000,,,,,
GL080879/22,31032023,GL080879/223103202324000,24000,GL080879/223103202324000,,,,,
GL080880/22,31032023,GL080880/223103202310000,10000,GL080880/223103202310000,,,,,
GL080881/22,31032023,GL080881/223103202330000,30000,GL080881/223103202330000,,,,,
GL080882/22,31032023,GL080882/22310320233000,3000,GL080882/22310320233000,,,,,
GL080884/22,31032023,GL080884/22310320234000,4000,GL080884/22310320234000,,,,,
GL080885/22,31032023,GL080885/22310320234000,4000,GL080885/22310320234000,,,,,
GL080886/22,31032023,GL080886/22310320236500,6500,GL080886/22310320236500,,,,,
GL080887/22,31032023,GL080887/223103202315000,15000,GL080887/223103202315000,,,,,
GL080888/22,31032023,GL080888/223103202356000,56000,GL080888/223103202356000,,,,,
GL080889/22,31032023,GL080889/223103202350000,50000,GL080889/223103202350000,,,,,
GL080890/22,31032023,GL080890/22310320233500,3500,GL080890/22310320233500,,,,,
GL080891/22,31032023,GL080891/223103202325000,25000,GL080891/223103202325000,,,,,
GL080893/22,31032023,GL080893/2231032023145000,145000,GL080893/2231032023145000,,,,,
GL080894/22,31032023,GL080894/223103202315000,15000,GL080894/223103202315000,,,,,
GL080895/22,31032023,GL080895/223103202387000,87000,GL080895/223103202387000,,,,,
GL080897/22,31032023,GL080897/22310320238000,8000,GL080897/22310320238000,,,,,
GL080898/22,31032023,GL080898/22310320235000,5000,GL080898/22310320235000,,,,,
GL080899/22,31032023,GL080899/22310320235500,5500,GL080899/22310320235500,,,,,
GL080900/22,31032023,GL080900/22310320239000,9000,GL080900/22310320239000,,,,,
GL080901/22,31032023,GL080901/223103202312000,12000,GL080901/223103202312000,,,,,
GL080902/22,31032023,GL080902/22310320233100,3100,GL080902/22310320233100,,,,,
GL080903/22,31032023,GL080903/223103202314000,14000,GL080903/223103202314000,,,,,
GL080904/22,31032023,GL080904/223103202316000,16000,GL080904/223103202316000,,,,,
GL080905/22,31032023,GL080905/223103202325000,25000,GL080905/223103202325000,,,,,
GL080906/22,31032023,GL080906/223103202326000,26000,GL080906/223103202326000,,,,,
GL080907/22,31032023,GL080907/223103202310000,10000,GL080907/223103202310000,,,,,
GL080908/22,31032023,GL080908/223103202335000,35000,GL080908/223103202335000,,,,,
GL080909/22,31032023,GL080909/22310320235500,5500,GL080909/22310320235500,,,,,
GL080911/22,31032023,GL080911/22310320236500,6500,GL080911/22310320236500,,,,,
GL080912/22,31032023,GL080912/223103202315000,15000,GL080912/223103202315000,,,,,
GL080913/22,31032023,GL080913/22310320235000,5000,GL080913/22310320235000,,,,,
GL080914/22,31032023,GL080914/223103202325000,25000,GL080914/223103202325000,,,,,
GL080915/22,31032023,GL080915/22310320233000,3000,GL080915/22310320233000,,,,,
GL080916/22,31032023,GL080916/22310320235000,5000,GL080916/22310320235000,,,,,
GL080917/22,31032023,GL080917/22310320235000,5000,GL080917/22310320235000,,,,,
GL080919/22,31032023,GL080919/223103202320000,20000,GL080919/223103202320000,,,,,
GL080920/22,31032023,GL080920/22310320237500,7500,GL080920/22310320237500,,,,,
GL080921/22,31032023,GL080921/22310320239500,9500,GL080921/22310320239500,,,,,
GL080923/22,31032023,GL080923/223103202317000,17000,GL080923/223103202317000,,,,,
GL080924/22,31032023,GL080924/223103202310000,10000,GL080924/223103202310000,,,,,
GL080925/22,31032023,GL080925/223103202315500,15500,GL080925/223103202315500,,,,,
GL080927/22,31032023,GL080927/22310320238000,8000,GL080927/22310320238000,,,,,
GL080928/22,31032023,GL080928/223103202375000,75000,GL080928/223103202375000,,,,,
GL080929/22,31032023,GL080929/22310320235000,5000,GL080929/22310320235000,,,,,
GL080930/22,31032023,GL080930/223103202340000,40000,GL080930/223103202340000,,,,,
GL080931/22,31032023,GL080931/223103202340000,40000,GL080931/223103202340000,,,,,
GL080932/22,31032023,GL080932/22310320235000,5000,GL080932/22310320235000,,,,,
GL080935/22,31032023,GL080935/223103202323000,23000,GL080935/223103202323000,,,,,
GL080939/22,31032023,GL080939/22310320238000,8000,GL080939/22310320238000,,,,,
GL080941/22,31032023,GL080941/223103202331500,31500,GL080941/223103202331500,,,,,
GL080943/22,31032023,GL080943/223103202310000,10000,GL080943/223103202310000,,,,,
GL080944/22,31032023,GL080944/223103202310000,10000,GL080944/223103202310000,,,,,
GL080949/22,31032023,GL080949/223103202315000,15000,GL080949/223103202315000,,,,,
GL080950/22,31032023,GL080950/22310320239000,9000,GL080950/22310320239000,,,,,
GL080951/22,31032023,GL080951/22310320234000,4000,GL080951/22310320234000,,,,,
GL080952/22,31032023,GL080952/223103202318000,18000,GL080952/223103202318000,,,,,
GL080953/22,31032023,GL080953/223103202313000,13000,GL080953/223103202313000,,,,,
GL080954/22,31032023,GL080954/223103202332000,32000,GL080954/223103202332000,,,,,
GL080955/22,31032023,GL080955/223103202338000,38000,GL080955/223103202338000,,,,,
GL080957/22,31032023,GL080957/223103202315000,15000,GL080957/223103202315000,,,,,
GL080958/22,31032023,GL080958/223103202348500,48500,GL080958/223103202348500,,,,,
GL080959/22,31032023,GL080959/223103202315000,15000,GL080959/223103202315000,,,,,
GL080964/22,31032023,GL080964/223103202320000,20000,GL080964/223103202320000,,,,,
GL080965/22,31032023,GL080965/223103202338000,38000,GL080965/223103202338000,,,,,
GL080967/22,31032023,GL080967/223103202325000,25000,GL080967/223103202325000,,,,,
GL080968/22,31032023,GL080968/22310320236000,6000,GL080968/22310320236000,,,,,
GL080970/22,31032023,GL080970/22310320235000,5000,GL080970/22310320235000,,,,,
GL080971/22,31032023,GL080971/223103202365000,65000,GL080971/223103202365000,,,,,
GL080972/22,31032023,GL080972/22310320233500,3500,GL080972/22310320233500,,,,,
GL080973/22,31032023,GL080973/223103202325000,25000,GL080973/223103202325000,,,,,
